id,value,quantity
8827,239.2,62.0
6429,547.38,45.0
4564,613.37,16.0
2389,578.63,64.0
8274,649.16,37.0
1824,639.16,25.0
3265,777.04,9.0
1936,516.29,55.0
NOT_A_NUMBER,777.48,28.0
4845,358.39,9.0
2796,,12.0
9245,482.75,18.0
8214,343.58,91.0
1726,145.9,90.0
3736,630.39,56.0
2913,360.51,90.0
8657,439.88,74.0
3466,737.69,58.0
8312,585.81,81.0
9194,761.03,51.0
8906,518.08,
5876,583.32,88.0
8287,463.9,48.0
1892,372.7,
5675,582.77,30.0
2933,434.61,26.0
2380,596.68,24.0
2290,414.43,27.0
2640,473.69,79.0
8490,485.71,92.0
2218,661.54,75.0
NOT_A_NUMBER,436.35,39.0
7881,678.05,66.0
1954,364.27,51.0
8291,540.48,73.0
1974,396.86,50.0
5133,667.36,45.0
6370,377.2,87.0
4972,392.49,33.0
6295,311.55,19.0
9228,515.46,13.0
4020,588.66,78.0
9987,572.47,96.0
5036,478.36,22.0
6068,400.92,20.0
6233,458.2,97.0
1317,463.92,5.0
3396,537.89,84.0
3162,527.58,78.0
3745,760.96,91.0
2591,505.95,90.0
7183,554.12,32.0
4930,510.72,30.0
2312,450.99,91.0
5311,553.11,26.0
8314,436.9,82.0
3383,491.27,87.0
NOT_A_NUMBER,673.89,88.0
3139,427.2,4.0
2704,558.1,67.0
7924,127.8,43.0
1362,472.2,30.0
3604,426.18,16.0
5286,518.04,71.0
4738,464.56,39.0
3469,521.23,86.0
5795,443.2,41.0
7150,557.95,31.0
1556,242.8,49.0
3808,516.71,13.0
6150,359.44,41.0
8561,675.18,93.0
3719,357.02,28.0
NOT_A_NUMBER,649.28,64.0
4741,498.27,19.0
4998,225.69,87.0
3403,368.56,72.0
9780,627.17,25.0
1294,618.65,38.0
6343,305.1,99.0
2136,734.43,90.0
3064,496.32,3.0
8009,,2.0
5543,318.22,5.0
2007,431.61,61.0
6445,562.39,20.0
6352,453.03,76.0
2435,61.88,38.0
1571,471.38,80.0
3382,205.3,36.0
6084,339.4,46.0
1277,289.57,93.0
8059,669.88,99.0
2887,716.95,37.0
2265,551.23,
8491,465.49,21.0
2040,504.25,21.0
9073,669.78,
3752,202.49,70.0
9213,338.73,84.0
5569,650.61,60.0
7353,681.84,36.0
3353,588.46,77.0
NOT_A_NUMBER,343.25,11.0
5799,648.43,88.0
1686,704.21,83.0
9476,607.74,87.0
5811,125.9,31.0
9954,518.69,37.0
6346,587.79,60.0
6043,422.66,61.0
3428,528.0,67.0
6126,422.98,
9220,370.76,29.0
8813,726.59,67.0
4356,532.26,79.0
9707,334.1,71.0
8266,293.51,67.0
7540,370.85,16.0
1038,371.66,45.0
NOT_A_NUMBER,521.98,34.0
3844,572.83,84.0
2098,572.67,44.0
8027,387.48,97.0
2823,638.09,78.0
4155,684.18,42.0
4093,461.01,35.0
6658,345.19,75.0
4778,515.04,84.0
3896,824.01,30.0
1988,341.26,53.0
5116,421.08,58.0
7446,508.62,28.0
5179,581.25,15.0
2682,202.16,38.0
6626,695.88,50.0
8424,693.84,13.0
1933,436.28,35.0
NOT_A_NUMBER,905.99,
2980,684.16,65.0
4056,676.17,88.0
9984,678.13,91.0
1791,673.81,18.0
6390,496.71,58.0
7635,481.86,26.0
3255,358.46,29.0
4610,413.39,72.0
NOT_A_NUMBER,453.37,44.0
6179,509.82,90.0
7573,739.74,5.0
1984,184.63,33.0
6776,701.74,5.0
4676,348.22,36.0
4380,484.32,77.0
9711,391.34,81.0
9782,778.14,13.0
2050,425.01,25.0
4633,578.22,58.0
7342,585.99,2.0
1959,326.0,88.0
7059,485.48,36.0
9884,680.65,25.0
6655,369.01,34.0
5473,624.34,12.0
3946,450.34,19.0
8725,674.55,94.0
1526,762.12,37.0
4224,198.82,1.0
2875,299.28,60.0
2763,434.22,
9712,,49.0
6797,579.87,90.0
8099,313.29,79.0
6109,601.84,46.0
7644,362.94,48.0
1116,630.58,92.0
3433,580.84,68.0
6463,362.28,19.0
1583,490.11,88.0
9586,683.7,40.0
4788,216.19,6.0
5167,545.17,80.0
9465,333.97,96.0
2389,497.57,94.0
NOT_A_NUMBER,568.66,63.0
7154,801.98,35.0
6420,496.06,72.0
NOT_A_NUMBER,,61.0
3043,373.93,5.0
5197,425.75,37.0
4496,588.06,76.0
1778,530.26,89.0
1213,450.74,97.0
4762,446.67,88.0
7731,699.99,11.0
4117,456.73,
6791,,40.0
9783,371.77,65.0
3720,600.49,8.0
9905,838.48,87.0
7047,421.4,84.0
9032,822.29,96.0
1001,498.37,11.0
7368,458.03,71.0
2949,363.46,58.0
7732,470.3,94.0
8833,386.58,
1917,374.54,13.0
4174,252.19,60.0
8014,764.92,49.0
1089,659.66,67.0
2709,540.74,7.0
4041,478.4,77.0
1105,499.16,25.0
9619,383.46,23.0
2895,329.92,51.0
7090,607.61,47.0
9508,460.67,97.0
7082,548.86,5.0
1634,250.63,96.0
2925,452.69,94.0
3056,327.0,95.0
7917,572.61,13.0
4144,649.29,42.0
1552,718.95,5.0
NOT_A_NUMBER,405.65,23.0
6383,330.82,62.0
4911,437.21,1.0
4389,395.1,74.0
9442,564.69,91.0
3430,289.58,54.0
1458,236.84,72.0
1207,448.03,3.0
1899,608.98,83.0
1021,345.88,64.0
9601,627.37,51.0
1894,554.8,2.0
1514,732.02,49.0
8294,379.66,
5904,259.03,74.0
8867,589.78,80.0
5109,541.98,84.0
8179,530.37,3.0
2560,342.83,35.0
NOT_A_NUMBER,616.27,98.0
4638,404.99,85.0
9941,,36.0
4427,431.06,64.0
5780,553.16,32.0
2927,,18.0
3356,574.95,34.0
5790,598.64,56.0
1306,517.4,67.0
8979,746.58,53.0
4665,531.07,67.0
8057,637.81,91.0
1661,513.86,66.0
5644,624.41,64.0
9503,270.0,67.0
NOT_A_NUMBER,504.94,81.0
9946,330.96,39.0
7236,521.06,38.0
7078,557.63,40.0
1352,621.12,19.0
8005,,83.0
1158,449.47,5.0
1956,386.96,69.0
3071,148.62,14.0
9595,,91.0
4453,670.68,49.0
7675,516.26,64.0
1955,487.29,100.0
NOT_A_NUMBER,521.46,57.0
2712,441.84,35.0
5703,529.25,85.0
7563,439.26,5.0
6631,365.17,88.0
2394,488.71,39.0
5732,485.43,24.0
4714,781.28,40.0
1529,379.15,50.0
3958,476.08,77.0
8904,461.5,58.0
4591,432.85,1.0
7895,576.97,43.0
1525,835.69,39.0
7477,451.88,10.0
1001,,2.0
1374,213.14,63.0
5648,440.97,16.0
3365,733.29,37.0
2525,491.75,16.0
2646,575.35,87.0
1013,406.59,90.0
5599,538.63,80.0
3278,744.92,27.0
4155,325.99,63.0
9321,827.98,94.0
4814,268.11,64.0
4216,427.17,97.0
9219,374.61,32.0
3113,459.13,9.0
5356,372.66,11.0
6543,361.29,70.0
5555,321.99,30.0
8062,,15.0
4374,464.31,59.0
7430,425.07,48.0
4466,542.34,94.0
4081,275.8,82.0
1629,545.96,76.0
1269,485.93,60.0
NOT_A_NUMBER,490.54,
6897,577.88,57.0
NOT_A_NUMBER,746.53,64.0
7276,548.45,54.0
6895,470.02,80.0
8115,322.6,87.0
7656,141.38,75.0
1575,519.18,54.0
8029,311.05,59.0
7099,118.96,88.0
4192,447.37,86.0
NOT_A_NUMBER,535.92,39.0
7052,611.65,15.0
3734,659.19,79.0
7116,631.36,74.0
4568,635.39,28.0
3203,279.79,36.0
2390,477.56,54.0
2742,586.98,17.0
2925,506.96,100.0
1619,476.73,86.0
2274,504.21,87.0
1956,536.83,93.0
NOT_A_NUMBER,488.47,22.0
4953,373.06,75.0
1968,244.58,36.0
NOT_A_NUMBER,469.4,29.0
7262,508.62,55.0
2058,506.99,42.0
5293,642.94,32.0
6178,669.59,14.0
7980,484.4,18.0
2229,485.47,38.0
5585,585.97,
9467,563.98,45.0
3740,433.62,87.0
3289,598.85,32.0
2239,478.04,67.0
6370,481.23,63.0
1125,565.04,
8473,454.83,
6342,514.2,22.0
8351,544.63,
7638,622.58,68.0
7570,612.22,77.0
4249,,96.0
8595,108.68,29.0
7294,,40.0
NOT_A_NUMBER,559.68,45.0
6757,590.14,10.0
2969,356.6,77.0
1891,181.69,45.0
5470,620.93,17.0
8175,316.32,2.0
9320,683.33,17.0
7812,413.2,90.0
8519,345.92,38.0
5612,552.44,37.0
2198,592.43,63.0
6238,583.49,5.0
7089,575.24,25.0
7257,,73.0
8705,270.96,92.0
4719,441.55,22.0
1302,328.14,93.0
1986,564.88,63.0
5440,631.14,35.0
5909,525.9,55.0
4072,499.86,20.0
4124,453.44,5.0
9125,647.05,39.0
4291,225.43,63.0
5033,319.08,32.0
6105,,63.0
1703,311.76,74.0
9133,579.66,40.0
1574,610.52,17.0
6704,,79.0
8848,239.86,73.0
6208,689.71,32.0
7924,354.06,23.0
4828,358.16,75.0
4230,421.87,60.0
1488,354.43,77.0
8114,578.94,82.0
4173,322.69,56.0
2667,205.14,9.0
NOT_A_NUMBER,673.45,69.0
4553,330.06,62.0
8761,387.2,64.0
2000,624.48,22.0
2388,510.54,32.0
6450,666.85,47.0
4712,626.77,2.0
2367,431.99,85.0
9189,653.29,92.0
1454,525.17,52.0
3772,410.24,88.0
4726,543.56,88.0
8232,,14.0
5806,625.08,37.0
3190,605.62,27.0
3875,518.05,24.0
6592,212.26,64.0
2440,673.16,70.0
9927,565.56,26.0
7059,496.56,54.0
8010,472.9,15.0
8117,419.49,29.0
3989,448.33,
7228,,74.0
7471,422.49,28.0
3863,458.85,59.0
2177,,73.0
5760,484.97,21.0
1011,407.33,10.0
6252,474.47,4.0
5399,551.5,62.0
9234,364.28,4.0
6445,475.16,6.0
7570,789.65,90.0
9212,490.53,80.0
1406,360.44,
5431,342.89,92.0
6243,310.22,
7542,744.07,38.0
7936,651.2,49.0
9906,306.56,61.0
5146,,65.0
1140,683.73,83.0
5882,493.93,50.0
7012,426.26,17.0
1963,836.13,28.0
8151,214.2,44.0
9564,894.89,12.0
4610,509.0,70.0
7894,693.56,71.0
8311,319.91,72.0
1105,391.16,3.0
6539,338.01,49.0
NOT_A_NUMBER,484.85,21.0
3137,546.16,8.0
5445,,64.0
4530,243.28,92.0
2286,523.53,59.0
8052,634.24,30.0
4654,662.33,32.0
8102,433.92,75.0
3359,435.79,20.0
9105,486.2,16.0
9636,527.91,25.0
7441,695.39,60.0
6047,318.49,45.0
9227,382.06,9.0
6203,300.29,51.0
2798,564.16,61.0
6291,665.21,40.0
6495,286.85,61.0
7284,513.31,
8285,654.35,80.0
2300,617.68,76.0
7869,615.91,15.0
4097,321.52,53.0
5616,615.42,4.0
1009,472.11,23.0
NOT_A_NUMBER,660.52,27.0
7295,567.37,37.0
5815,377.67,77.0
2072,541.82,43.0
4225,622.78,37.0
2316,424.05,85.0
6699,519.32,29.0
7807,299.51,29.0
7674,582.35,49.0
4683,491.56,75.0
8227,637.11,51.0
4273,578.13,50.0
8000,438.92,28.0
1145,373.04,74.0
6010,338.54,5.0
NOT_A_NUMBER,423.89,56.0
1482,633.06,64.0
4179,236.56,89.0
2249,344.64,97.0
1630,628.85,17.0
9853,,97.0
3852,352.53,89.0
1987,342.98,97.0
8622,711.07,55.0
8327,481.46,9.0
9841,365.82,91.0
2100,656.69,89.0
7652,575.52,68.0
9632,610.5,73.0
8421,373.63,79.0
6016,556.22,16.0
1769,686.94,16.0
2343,596.12,13.0
5358,637.98,78.0
7780,,86.0
7602,564.15,
3349,415.23,73.0
6699,631.57,63.0
2241,334.14,41.0
2125,466.65,53.0
7764,588.21,68.0
6101,17.39,74.0
8843,537.87,99.0
1072,544.94,9.0
6472,329.61,51.0
6189,548.88,48.0
3472,528.49,80.0
1707,505.1,49.0
2804,678.42,18.0
7704,631.84,10.0
4713,596.0,85.0
6051,346.37,54.0
3475,497.4,79.0
4610,677.67,15.0
5255,467.8,
8397,733.14,40.0
2735,600.38,47.0
9258,,20.0
8979,339.9,98.0
3428,476.8,22.0
8426,490.98,48.0
9533,590.93,82.0
6249,389.21,16.0
NOT_A_NUMBER,258.86,5.0
3817,556.73,65.0
4874,445.03,83.0
5211,429.4,74.0
1661,396.08,21.0
4374,518.58,61.0
1207,338.47,
3665,470.87,55.0
3493,375.69,24.0
7813,408.62,23.0
1632,553.07,87.0
4083,597.71,11.0
4719,454.08,47.0
8123,645.17,2.0
2679,354.09,70.0
1236,272.02,53.0
8446,299.55,11.0
5443,338.69,15.0
7770,303.07,73.0
7099,803.17,12.0
9555,267.47,36.0
3368,640.61,92.0
1285,496.23,23.0
1148,533.69,27.0
5037,364.14,88.0
7549,548.82,14.0
8121,362.91,54.0
5895,638.41,99.0
6280,650.83,27.0
2012,479.77,21.0
3785,489.6,49.0
4725,564.91,62.0
5576,557.24,
6782,653.62,
7257,649.38,44.0
3408,495.67,44.0
1340,428.42,98.0
3817,,61.0
3496,476.56,42.0
6962,517.06,23.0
6299,579.55,73.0
8574,646.33,1.0
2689,539.13,36.0
4267,411.92,55.0
5406,769.55,16.0
9453,729.55,89.0
2442,347.3,18.0
9597,363.23,98.0
NOT_A_NUMBER,382.1,38.0
6435,627.28,67.0
NOT_A_NUMBER,775.27,20.0
5107,424.06,19.0
1560,525.39,13.0
NOT_A_NUMBER,,17.0
6548,755.03,78.0
2826,623.72,30.0
8629,376.3,86.0
9325,184.65,43.0
4138,655.64,48.0
8693,414.13,43.0
9264,626.41,93.0
8842,544.05,66.0
7721,224.86,53.0
8002,378.98,72.0
5225,446.88,
3978,398.63,
8373,517.43,77.0
6907,560.21,74.0
NOT_A_NUMBER,768.4,72.0
6656,570.83,71.0
9984,723.67,13.0
5259,428.48,90.0
9286,674.78,56.0
6901,442.82,59.0
5917,362.45,32.0
9429,356.11,83.0
3530,103.71,79.0
2960,628.11,54.0
NOT_A_NUMBER,306.47,2.0
2048,711.22,37.0
6772,473.87,83.0
3529,266.77,97.0
3964,332.34,
8137,528.6,1.0
1963,218.01,28.0
1536,588.49,17.0
8340,272.55,57.0
8179,389.15,
8967,529.81,52.0
9734,570.14,44.0
1845,619.66,84.0
6777,304.02,47.0
4036,453.73,13.0
6947,,76.0
3494,453.77,30.0
3719,544.14,85.0
2884,524.37,66.0
5349,695.19,53.0
NOT_A_NUMBER,430.11,18.0
7610,291.51,28.0
7430,354.82,4.0
8154,528.33,
7488,264.57,6.0
5737,418.34,9.0
7525,511.31,20.0
4850,385.01,94.0
1689,549.03,38.0
6175,608.66,68.0
9648,568.24,50.0
6078,267.87,60.0
6448,511.88,13.0
2179,523.62,99.0
7406,442.86,94.0
9591,547.0,42.0
7907,541.61,68.0
9800,486.37,25.0
2638,349.36,31.0
6671,496.01,12.0
7928,780.04,64.0
2382,441.15,79.0
2403,657.1,61.0
NOT_A_NUMBER,505.83,
1419,379.89,26.0
5517,455.51,61.0
NOT_A_NUMBER,497.47,10.0
8857,598.28,
8870,857.01,22.0
6693,508.2,53.0
1767,315.37,21.0
3044,251.81,35.0
2549,436.73,71.0
7140,330.79,82.0
4716,583.69,27.0
5481,584.79,60.0
8898,478.1,99.0
7548,,47.0
3293,509.71,66.0
5837,780.14,96.0
8758,593.92,15.0
7793,634.34,24.0
8638,282.78,84.0
8993,324.31,10.0
7007,571.83,88.0
6542,267.62,
7356,,88.0
9433,676.91,
8380,403.12,34.0
3385,318.54,
5268,600.13,40.0
NOT_A_NUMBER,811.03,11.0
1163,378.7,
9656,683.6,1.0
5592,360.02,30.0
5795,483.13,
5798,489.63,82.0
7036,382.7,26.0
3355,631.31,53.0
6887,269.04,47.0
8961,529.26,9.0
6827,661.12,9.0
9737,618.82,1.0
5719,573.68,71.0
1593,737.79,44.0
5839,467.06,59.0
8394,271.29,56.0
4493,520.28,51.0
7164,481.14,16.0
3672,182.63,38.0
5200,331.23,11.0
1016,312.11,25.0
4191,377.82,93.0
1392,447.32,83.0
9616,453.07,82.0
7272,383.18,59.0
1571,311.91,29.0
4631,556.62,80.0
7172,517.49,40.0
8177,522.0,8.0
9433,766.85,98.0
4897,524.43,6.0
9123,445.0,45.0
3279,484.13,53.0
9980,514.82,94.0
8451,592.37,98.0
9906,493.29,21.0
1775,208.56,
7869,434.49,76.0
3247,500.22,6.0
8088,695.63,63.0
1078,382.12,6.0
9080,254.71,53.0
8099,509.66,
4926,629.94,9.0
8340,440.99,69.0
8083,857.46,74.0
7230,822.12,72.0
5940,489.13,87.0
4271,528.01,
4456,705.31,58.0
8788,486.52,37.0
9599,379.39,71.0
8650,,
3711,569.66,51.0
2668,378.9,79.0
1147,541.87,99.0
7420,475.99,50.0
1365,442.24,96.0
5531,382.12,14.0
6330,518.21,99.0
6510,460.12,11.0
9754,,10.0
9964,622.98,61.0
7493,534.73,81.0
6439,537.3,13.0
7511,418.82,34.0
8504,676.15,60.0
2246,372.72,51.0
4839,258.2,5.0
9551,339.35,
3376,655.14,32.0
4009,568.83,12.0
2827,696.79,52.0
7979,301.54,13.0
9569,848.03,85.0
5285,457.45,54.0
7910,235.95,97.0
9561,829.37,54.0
3196,303.48,
4747,440.32,48.0
9843,469.14,51.0
6978,566.61,47.0
6607,381.3,50.0
1769,655.9,96.0
1780,613.05,76.0
NOT_A_NUMBER,,46.0
4983,698.65,99.0
9714,489.82,100.0
1521,458.65,38.0
8569,799.72,92.0
6784,544.36,13.0
5583,352.15,76.0
6946,372.46,22.0
5941,502.84,2.0
7267,140.3,93.0
8128,405.05,77.0
3461,484.94,99.0
1685,474.92,13.0
3160,311.38,
8031,432.72,34.0
6341,676.97,19.0
1038,645.97,9.0
5875,514.34,95.0
2256,489.66,
8697,475.76,27.0
3196,535.45,45.0
8165,515.39,
1301,,79.0
8527,575.27,83.0
7381,318.33,57.0
1646,453.46,95.0
9789,529.69,57.0
9853,355.12,16.0
5330,398.93,79.0
8003,467.32,6.0
4537,474.67,14.0
5558,532.49,27.0
7579,372.8,38.0
NOT_A_NUMBER,645.2,19.0
5082,473.44,37.0
5183,521.78,4.0
9652,444.53,58.0
4754,535.35,90.0
2724,750.68,9.0
2376,443.13,40.0
9706,418.33,15.0
9894,375.48,4.0
2653,491.06,90.0
3066,489.32,52.0
1022,507.72,18.0
3460,570.24,53.0
6926,551.33,59.0
7251,496.62,99.0
8295,793.07,54.0
4300,603.6,41.0
7279,336.61,60.0
9553,268.22,93.0
8353,395.65,
4727,522.9,4.0
7272,383.08,85.0
6995,405.86,39.0
1514,503.91,7.0
1448,448.7,23.0
7019,192.84,85.0
6343,661.58,63.0
9033,,65.0
3520,307.23,41.0
4081,508.53,89.0
2428,332.52,95.0
4967,408.68,44.0
7445,572.92,45.0
3159,621.51,69.0
6132,618.0,95.0
3547,536.73,51.0
3979,,65.0
3649,408.42,54.0
9505,441.71,56.0
NOT_A_NUMBER,110.81,94.0
2037,486.04,82.0
4489,586.95,72.0
8604,542.79,90.0
8544,406.4,40.0
3634,626.68,58.0
4983,488.93,15.0
2778,614.96,
8902,,
6110,713.68,88.0
6189,550.9,16.0
8378,591.49,43.0
2124,488.49,31.0
1697,424.57,16.0
3179,573.61,80.0
6251,725.41,28.0
NOT_A_NUMBER,407.62,62.0
2013,462.78,20.0
1226,,35.0
8321,602.73,59.0
2828,551.82,9.0
8909,636.96,10.0
6588,796.09,45.0
3023,404.16,82.0
5966,591.46,15.0
6891,548.1,30.0
2080,502.86,
6036,590.91,96.0
3563,459.98,
4292,548.46,91.0
4586,304.21,91.0
5431,419.18,83.0
7841,657.13,74.0
7643,651.36,44.0
4959,,46.0
1161,432.04,6.0
1593,623.79,24.0
4390,685.47,73.0
6997,438.14,91.0
7354,281.75,7.0
1663,567.37,6.0
1541,637.07,33.0
6433,588.12,85.0
6093,734.76,38.0
1867,735.4,44.0
9623,454.19,17.0
6469,529.85,31.0
7256,,37.0
2169,,11.0
1830,355.48,92.0
2651,607.55,5.0
2136,545.43,64.0
3810,633.49,76.0
9667,,3.0
2019,574.98,56.0
6237,381.81,63.0
2283,655.27,38.0
1659,379.02,54.0
3010,762.25,2.0
9590,204.28,90.0
2733,418.02,2.0
3125,593.32,12.0
3171,676.63,40.0
9266,398.45,2.0
4471,371.26,80.0
6624,522.26,94.0
9691,786.35,57.0
9329,269.24,
3097,452.88,36.0
6068,539.03,4.0
7397,380.61,75.0
3757,380.09,24.0
4920,464.99,82.0
9186,543.91,91.0
2900,470.74,62.0
3610,719.83,
7900,588.89,15.0
2449,557.47,
9738,654.15,91.0
6017,560.12,49.0
8999,433.52,87.0
7052,460.53,35.0
3096,330.58,94.0
9895,800.73,47.0
7404,639.61,24.0
4331,116.06,83.0
8462,699.97,60.0
6105,280.11,93.0
3978,578.1,77.0
3839,169.4,48.0
4384,435.78,23.0
1685,701.14,12.0
8531,709.5,41.0
5283,546.02,29.0
8736,618.12,70.0
8710,287.96,51.0
2619,580.75,23.0
7868,627.65,31.0
2431,885.46,21.0
5713,,24.0
5998,502.45,72.0
1162,511.72,9.0
2974,604.79,22.0
4291,632.08,4.0
9461,659.14,77.0
1631,648.19,98.0
1905,277.83,3.0
3014,108.02,28.0
8896,422.84,90.0
1204,494.69,98.0
1581,408.01,15.0
6675,431.05,8.0
6347,449.56,48.0
3643,586.62,99.0
9017,344.95,88.0
3297,488.33,
1874,489.47,55.0
6560,583.2,37.0
1689,674.29,
5000,752.62,55.0
1671,388.1,12.0
NOT_A_NUMBER,200.0,19.0
2171,463.71,79.0
6591,261.71,57.0
7342,910.19,94.0
2449,369.07,37.0
3539,584.58,76.0
4959,,83.0
7285,551.09,98.0
6432,811.51,7.0
5260,469.63,92.0
3361,374.77,55.0
7164,367.01,28.0
4670,612.5,93.0
2753,471.53,37.0
9100,367.03,84.0
2938,566.2,61.0
9562,606.39,75.0
6976,540.7,39.0
7588,634.94,23.0
9616,513.21,52.0
7304,410.96,84.0
8345,621.71,84.0
8875,366.49,11.0
7633,330.67,66.0
1597,673.39,13.0
4062,447.82,77.0
3336,749.85,41.0
1572,628.49,49.0
8521,436.42,15.0
7171,572.93,56.0
8097,879.26,54.0
3090,613.14,31.0
7566,587.25,61.0
5624,410.79,58.0
2633,776.68,87.0
2517,697.69,60.0
4648,412.17,53.0
2537,782.06,86.0
4137,524.71,61.0
7985,373.94,80.0
1097,410.22,42.0
4750,631.66,29.0
9535,374.97,84.0
9174,334.53,92.0
9103,434.17,27.0
6413,456.57,44.0
5666,399.0,93.0
1610,431.91,5.0
2727,637.54,52.0
2854,538.48,53.0
6055,422.65,52.0
3324,435.82,38.0
6774,480.25,44.0
7519,488.84,53.0
2749,489.47,2.0
1781,632.04,54.0
8548,529.56,84.0
7823,533.97,77.0
3105,714.02,90.0
4867,781.5,35.0
8193,315.35,46.0
5976,263.16,72.0
3113,447.59,92.0
6879,617.47,79.0
4970,556.4,55.0
8264,658.11,72.0
NOT_A_NUMBER,441.15,11.0
3274,206.49,29.0
5869,294.98,69.0
7744,584.71,63.0
3426,659.26,47.0
6546,213.98,7.0
7852,711.6,64.0
3551,569.69,82.0
7411,489.44,64.0
1007,405.98,92.0
9087,738.67,12.0
3555,634.55,12.0
1475,573.62,36.0
6416,,29.0
9676,742.13,11.0
8239,504.55,53.0
7710,544.85,70.0
6000,510.96,
5654,385.17,74.0
9078,547.96,96.0
7063,604.54,47.0
NOT_A_NUMBER,433.76,33.0
6223,535.11,81.0
7971,508.77,67.0
4525,637.27,43.0
3822,455.16,18.0
5943,533.99,74.0
7530,565.58,53.0
1258,451.76,39.0
1282,376.2,72.0
2898,400.61,34.0
5135,561.38,37.0
7629,464.7,41.0
4200,462.71,97.0
6110,590.62,49.0
8167,652.92,
NOT_A_NUMBER,678.76,40.0
1687,408.12,18.0
4690,638.41,25.0
9804,812.75,41.0
3307,518.91,36.0
8133,489.0,2.0
NOT_A_NUMBER,457.74,83.0
6906,340.44,74.0
NOT_A_NUMBER,626.34,49.0
8183,,67.0
6248,477.54,53.0
NOT_A_NUMBER,603.1,19.0
6108,616.92,26.0
4604,409.87,54.0
1669,413.46,51.0
5364,406.8,25.0
8329,817.03,17.0
2283,721.57,74.0
1923,606.06,
2125,443.69,46.0
2529,461.46,55.0
9438,554.52,50.0
4711,831.37,75.0
9004,543.33,11.0
7274,576.32,12.0
4864,117.65,40.0
8833,538.64,48.0
7788,290.92,56.0
1226,426.95,8.0
1264,,88.0
1645,454.68,14.0
NOT_A_NUMBER,404.61,87.0
6569,405.94,56.0
3990,468.34,54.0
3504,461.79,100.0
1587,503.04,17.0
5079,491.83,45.0
4348,,5.0
7299,192.56,
NOT_A_NUMBER,536.75,9.0
9381,510.65,84.0
2715,479.87,20.0
7450,394.13,83.0
6433,477.54,21.0
2098,254.97,80.0
8096,531.01,33.0
3326,558.21,5.0
7416,394.39,24.0
7980,791.1,63.0
7763,481.93,79.0
2674,506.61,26.0
8950,700.37,89.0
9915,821.32,92.0
7049,331.5,33.0
2089,413.43,18.0
5578,484.6,18.0
1155,388.57,38.0
2958,626.92,33.0
7344,372.05,27.0
6779,689.99,49.0
7144,593.55,50.0
6063,674.61,15.0
4830,,
9831,442.48,52.0
7659,634.7,98.0
1441,607.49,68.0
7040,456.97,99.0
6925,478.32,19.0
8358,434.85,95.0
5628,474.28,25.0
7370,,76.0
NOT_A_NUMBER,330.02,76.0
9179,650.81,25.0
7115,469.19,33.0
1459,672.7,60.0
8568,589.4,37.0
5646,546.8,92.0
1392,393.47,43.0
2787,318.38,9.0
8374,431.46,14.0
2138,729.79,3.0
5741,633.34,69.0
8418,417.44,56.0
7362,433.17,26.0
3454,360.64,
4674,267.94,41.0
2377,515.24,82.0
7701,758.76,21.0
3597,760.64,39.0
1141,591.19,80.0
NOT_A_NUMBER,409.6,23.0
5596,282.58,93.0
6661,657.06,74.0
7142,567.08,58.0
6626,452.57,69.0
9787,427.51,75.0
9472,590.07,29.0
1423,376.01,62.0
7999,535.88,53.0
5249,317.03,45.0
2750,834.28,27.0
5757,396.94,34.0
2967,597.26,14.0
5088,320.3,41.0
5178,475.51,74.0
8789,632.69,60.0
3946,665.14,42.0
6394,614.49,51.0
8880,479.26,75.0
6075,400.11,11.0
NOT_A_NUMBER,338.35,35.0
2531,725.57,19.0
3990,515.51,88.0
NOT_A_NUMBER,543.24,65.0
5493,674.81,76.0
1933,588.01,61.0
2460,,47.0
3723,611.66,14.0
1285,406.62,
1264,267.33,52.0
7816,711.78,32.0
2762,419.12,80.0
1040,454.36,10.0
6827,467.59,17.0
9259,409.67,40.0
1987,665.2,68.0
8804,556.17,63.0
8789,454.43,15.0
NOT_A_NUMBER,308.65,97.0
4198,545.57,39.0
6374,132.41,57.0
5790,,10.0
8183,701.48,71.0
3524,509.68,
3479,680.95,17.0
6154,315.62,76.0
1778,,17.0
2492,664.59,16.0
NOT_A_NUMBER,571.39,78.0
2348,410.24,3.0
8851,385.32,51.0
8156,489.36,94.0
NOT_A_NUMBER,680.42,46.0
8368,302.67,55.0
4516,501.56,99.0
5577,610.13,26.0
1727,639.4,76.0
8468,609.69,31.0
1342,287.36,81.0
2447,669.77,72.0
7581,510.08,19.0
7317,337.16,90.0
1526,496.37,68.0
7748,206.2,15.0
1405,586.74,58.0
8986,480.84,78.0
4740,309.48,30.0
2846,456.49,48.0
NOT_A_NUMBER,393.88,56.0
1771,403.46,
6525,160.85,24.0
9770,249.18,52.0
1193,465.55,43.0
3007,439.74,34.0
2185,646.1,60.0
3394,405.23,83.0
NOT_A_NUMBER,420.95,3.0
8429,427.96,68.0
3261,470.45,11.0
4736,513.72,13.0
7716,,
5875,585.68,82.0
9921,845.03,19.0
5378,376.18,44.0
8815,558.77,33.0
4451,,38.0
8616,657.06,3.0
3800,530.45,99.0
9333,391.03,65.0
6410,325.24,35.0
2455,591.57,36.0
7892,337.43,38.0
6808,677.56,39.0
7796,,25.0
5796,513.01,
6093,303.16,
2325,601.3,68.0
5976,742.51,70.0
2159,436.24,75.0
5650,388.71,1.0
